epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
92,829.047,0.75485,0.99648,1.25861,0.78049,0.78298,0.80888,0.67616,0.71314,1.15421,1.53292,0.0054955,0.0054955,0.0054955
93,838.073,0.74231,1.01149,1.24757,0.81541,0.79466,0.84751,0.69956,0.69518,1.06369,1.48602,0.005446,0.005446,0.005446
94,847.267,0.73487,0.99585,1.23497,0.82932,0.82087,0.86745,0.68065,0.8671,1.04502,1.57282,0.0053965,0.0053965,0.0053965
95,856.202,0.72186,0.96515,1.22158,0.80731,0.81202,0.8458,0.64369,0.964,1.21968,1.63552,0.005347,0.005347,0.005347
96,865.285,0.72853,0.98133,1.23353,0.76204,0.79014,0.81354,0.65854,0.78607,1.37125,1.55282,0.0052975,0.0052975,0.0052975
97,874.321,0.73673,1.00251,1.24633,0.82312,0.81336,0.84632,0.69881,0.75877,1.11043,1.49841,0.005248,0.005248,0.005248
98,883.292,0.73539,0.99732,1.22819,0.79081,0.81117,0.85723,0.70899,0.73783,1.1618,1.47398,0.0051985,0.0051985,0.0051985
99,892.556,0.71931,1.00759,1.22908,0.72919,0.79395,0.80639,0.6429,0.84708,1.45035,1.53123,0.005149,0.005149,0.005149
100,901.498,0.71934,0.98705,1.22671,0.77982,0.7903,0.81518,0.65701,0.85657,1.12792,1.54642,0.0050995,0.0050995,0.0050995
101,910.451,0.72677,0.97822,1.23544,0.80921,0.87239,0.87558,0.71838,0.76777,0.95746,1.48801,0.00505,0.00505,0.00505
102,919.315,0.72909,0.99128,1.24025,0.83442,0.86485,0.89398,0.75262,0.73066,0.92333,1.45435,0.0050005,0.0050005,0.0050005
103,927.849,0.72594,0.96901,1.23818,0.85202,0.80201,0.85726,0.72662,0.6894,1.03192,1.4634,0.004951,0.004951,0.004951
104,936.616,0.71464,0.95796,1.22553,0.78912,0.87564,0.88674,0.68117,0.94943,1.01826,1.66694,0.0049015,0.0049015,0.0049015
105,945.219,0.72823,0.97265,1.2322,0.82902,0.8662,0.89008,0.74547,0.74033,0.98903,1.45212,0.004852,0.004852,0.004852
106,954.044,0.71441,0.96233,1.22062,0.77558,0.78141,0.82809,0.67465,0.80091,1.18362,1.49595,0.0048025,0.0048025,0.0048025
107,962.44,0.70931,0.9673,1.22514,0.81189,0.83096,0.86853,0.72243,0.72437,1.04362,1.44174,0.004753,0.004753,0.004753
108,971.375,0.72777,0.96796,1.2355,0.84498,0.79868,0.84473,0.69245,0.77987,1.13204,1.50688,0.0047035,0.0047035,0.0047035
109,980.195,0.70166,0.94068,1.2051,0.75304,0.8267,0.83509,0.67105,0.83789,1.008,1.54081,0.004654,0.004654,0.004654
110,989.173,0.70287,0.95961,1.21217,0.83254,0.79949,0.85288,0.69386,0.7958,1.21556,1.50744,0.0046045,0.0046045,0.0046045
111,997.859,0.71552,0.9611,1.22213,0.82566,0.82331,0.86533,0.66311,0.93897,1.12562,1.65617,0.004555,0.004555,0.004555
112,1006.97,0.69307,0.95091,1.218,0.79742,0.83061,0.85951,0.67655,0.88628,1.07274,1.57583,0.0045055,0.0045055,0.0045055
113,1015.92,0.6995,0.93125,1.20548,0.80155,0.84579,0.86753,0.71075,0.80137,1.24015,1.49763,0.004456,0.004456,0.004456
114,1024.92,0.70303,0.93776,1.20845,0.78066,0.84063,0.84208,0.68733,0.81487,1.23994,1.5124,0.0044065,0.0044065,0.0044065
115,1033.76,0.70211,0.94185,1.21575,0.86392,0.87676,0.89583,0.71964,0.82729,0.92757,1.53051,0.004357,0.004357,0.004357
116,1042.63,0.69603,0.92819,1.19678,0.79827,0.85524,0.87448,0.71361,0.77029,1.04917,1.5023,0.0043075,0.0043075,0.0043075
117,1051.51,0.7131,0.95473,1.22531,0.83846,0.86029,0.87781,0.74177,0.64801,0.90959,1.41169,0.004258,0.004258,0.004258
118,1060.44,0.69705,0.92743,1.20554,0.8431,0.86369,0.86693,0.74282,0.6331,1.03329,1.4406,0.0042085,0.0042085,0.0042085
119,1069.48,0.68735,0.93092,1.20985,0.82466,0.80482,0.84718,0.70759,0.71826,1.11121,1.4752,0.004159,0.004159,0.004159
120,1078.34,0.68199,0.91172,1.20043,0.83264,0.82618,0.88313,0.74518,0.68486,0.97087,1.42834,0.0041095,0.0041095,0.0041095
121,1086.98,0.70384,0.91438,1.2227,0.84044,0.82047,0.8702,0.713,0.75667,1.03557,1.50802,0.00406,0.00406,0.00406
122,1095.97,0.69831,0.93515,1.21379,0.8229,0.85848,0.89022,0.77505,0.63131,1.03595,1.42892,0.0040105,0.0040105,0.0040105
123,1104.68,0.68231,0.90956,1.19854,0.8573,0.82426,0.88027,0.75908,0.62406,1.37077,1.39049,0.003961,0.003961,0.003961
124,1113.35,0.69086,0.92599,1.21577,0.82243,0.84051,0.85678,0.71158,0.72995,1.06827,1.46364,0.0039115,0.0039115,0.0039115
125,1121.31,0.67381,0.89469,1.18777,0.87148,0.84622,0.8871,0.75598,0.66271,1.01301,1.4022,0.003862,0.003862,0.003862
