epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,490.657,1.52887,1.28576,1.34385,0.62535,0.56772,0.59339,0.30346,1.91384,1.71879,1.90405,0.005347,0.005347,0.005347
96,495.856,1.52905,1.27893,1.33852,0.59938,0.56182,0.58353,0.30538,1.91055,1.68309,1.88358,0.0052975,0.0052975,0.0052975
97,500.992,1.53433,1.28357,1.34909,0.62459,0.58912,0.61921,0.29656,1.81477,1.5507,1.76975,0.005248,0.005248,0.005248
98,506.071,1.52731,1.26938,1.33018,0.64969,0.56809,0.5924,0.29278,1.91297,1.67405,1.86019,0.0051985,0.0051985,0.0051985
99,511.584,1.53374,1.28471,1.33843,0.60652,0.5684,0.59176,0.29664,1.88953,1.5502,1.82979,0.005149,0.005149,0.005149
100,516.671,1.54443,1.26709,1.33528,0.53145,0.56476,0.54649,0.27466,1.95729,1.61725,1.89525,0.0050995,0.0050995,0.0050995
101,521.897,1.51726,1.26398,1.33812,0.63624,0.5608,0.60366,0.31597,1.89351,1.67117,1.85502,0.00505,0.00505,0.00505
102,527.194,1.52751,1.28026,1.34723,0.65733,0.56694,0.60179,0.30597,1.91491,1.62981,1.87926,0.0050005,0.0050005,0.0050005
103,532.468,1.53096,1.27415,1.32858,0.6339,0.58362,0.61132,0.31541,1.84517,1.49997,1.79527,0.004951,0.004951,0.004951
104,537.715,1.52496,1.26559,1.33545,0.54301,0.59807,0.59273,0.29976,1.86999,1.57226,1.83035,0.0049015,0.0049015,0.0049015
105,543.268,1.49843,1.26118,1.32133,0.62387,0.54425,0.58671,0.296,1.89389,1.6659,1.82943,0.004852,0.004852,0.004852
106,548.8,1.5359,1.25835,1.33576,0.60506,0.54141,0.57557,0.29028,1.8987,1.70927,1.84348,0.0048025,0.0048025,0.0048025
107,554.231,1.51045,1.28173,1.34539,0.60139,0.56135,0.58857,0.30134,1.86809,1.63648,1.82987,0.004753,0.004753,0.004753
108,559.473,1.50547,1.25468,1.32089,0.58428,0.57146,0.5763,0.28937,1.89191,1.65795,1.85596,0.0047035,0.0047035,0.0047035
109,565.042,1.52479,1.26186,1.32245,0.57915,0.57553,0.58798,0.2962,1.9448,1.70229,1.88515,0.004654,0.004654,0.004654
110,570.561,1.48151,1.23394,1.30732,0.60513,0.57754,0.61024,0.31278,1.89997,1.64805,1.87983,0.0046045,0.0046045,0.0046045
111,576.033,1.51473,1.24528,1.3249,0.5797,0.56783,0.59601,0.31109,1.94479,1.70493,1.92567,0.004555,0.004555,0.004555
112,581.391,1.47397,1.23286,1.31388,0.67942,0.57152,0.62832,0.31913,1.88882,1.53984,1.85394,0.0045055,0.0045055,0.0045055
113,586.705,1.45207,1.2083,1.2964,0.62914,0.61925,0.61886,0.3128,1.87205,1.52817,1.82732,0.004456,0.004456,0.004456
114,591.936,1.47312,1.22761,1.30785,0.66986,0.56722,0.61339,0.31674,1.8815,1.57097,1.86208,0.0044065,0.0044065,0.0044065
115,597.363,1.4605,1.22473,1.29985,0.61472,0.55832,0.58713,0.30558,1.92318,1.73714,1.91844,0.004357,0.004357,0.004357
116,602.897,1.48358,1.22625,1.29143,0.60326,0.57444,0.59672,0.31663,1.89762,1.67908,1.88333,0.0043075,0.0043075,0.0043075
117,607.944,1.49831,1.23119,1.3167,0.58732,0.55314,0.58337,0.29395,1.9644,1.68893,1.92018,0.004258,0.004258,0.004258
118,613.089,1.47916,1.22981,1.29512,0.62996,0.56619,0.5904,0.32624,1.87635,1.64451,1.86578,0.0042085,0.0042085,0.0042085
119,618.387,1.45207,1.22844,1.3028,0.665,0.56912,0.61231,0.32077,1.91711,1.6414,1.90531,0.004159,0.004159,0.004159
120,623.885,1.43898,1.2114,1.2928,0.67552,0.52739,0.60171,0.31402,1.88337,1.55306,1.86497,0.0041095,0.0041095,0.0041095
